serial_no,alumni_id,student_id,current_employer_id,current_title,years_experience,career_stage,skills_primary,skills_secondary,certifications,achievements,mentoring_interest,volunteering_interest,is_active_member,last_engagement_date,profile_visibility,preferred_contact_method,preferred_time_zone,portfolio_url,github_url,created_at
484,1fdc59a9-c064-4ca1-9bda-c6cbfefc0a62,a8df56d6-4035-417e-9168-30131c149e31,EMP000484,ML Engineer,1.6,Early,"Network Security, Splunk, IAM","DAX, Modeling, Dashboards",Security+,Dean's List,0,1,0,05/16/2023,Public,Phone,America/Los_Angeles,https://portfolio.example.com/julie-peterson-484,https://github.com/jpeterson484,2025-10-25 05:48:41
485,ce5c1a3b-45e0-48e0-9447-ce76e85c9a96,e767f4dd-bce2-4ad2-84bb-4463758c5c92,EMP000485,QA Engineer,3.4,Mid,"Power BI, Excel, Storytelling","SIEM, SOC",PMP,Published Paper,0,0,1,05/16/2026,Public,LinkedIn,America/Chicago,https://portfolio.example.com/michael-campbell-485,https://github.com/mcampbell485,2025-10-25 05:48:41
486,b6d694f0-cb63-4a16-8d71-79df0e49682c,e1b12edd-09ef-4f50-85b2-383b8aff4080,EMP000486,Cloud Engineer,4.4,Mid,"Power BI, Excel, Storytelling","DAX, Modeling, Dashboards",None,Dean's List,1,1,0,11/13/2025,Private,Email,America/Los_Angeles,https://portfolio.example.com/danielle-camacho-486,https://github.com/dcamacho486,2025-10-25 05:48:41
487,48b60422-8966-486c-a8e2-f070e0d5a43a,2b385fad-9c15-4a5b-966e-beda108d7356,EMP000487,Data Analyst,8.3,Senior,"Python, SQL, Statistics","SIEM, SOC",AWS CCP,Hackathon Winner,1,1,0,06/16/2026,Private,Phone,America/Chicago,https://portfolio.example.com/mindy-maldonado-487,https://github.com/mmaldonado487,2025-10-25 05:48:41
488,a5f27794-73eb-4cbd-b656-2a40e44877b5,0393f580-85e2-4dc5-bf08-2215115b199b,EMP000488,Product Analyst,1.4,Early,"ETL, Databases, Cloud","AWS, Azure, GCP",PMP,Published Paper,0,1,0,04/15/2024,SLU-only,Phone,America/Los_Angeles,https://portfolio.example.com/samuel-potts-488,https://github.com/spotts488,2025-10-25 05:48:41
489,3973cd5a-c76e-404c-98f0-b91563d1d8d1,7853067d-b8bb-43fb-b353-a0260cedfcea,EMP000489,Data Engineer,1.0,Early,"Git, CI/CD, Microservices","DAX, Modeling, Dashboards",None,Published Paper,0,0,0,10/14/2024,SLU-only,Email,America/New_York,https://portfolio.example.com/rebecca-riley-489,https://github.com/rriley489,2025-10-25 05:48:41
490,5931c34d-db78-4e62-8820-6e0e187cedf6,b695b1a4-eec1-491c-b6f5-2c1625123277,EMP000490,Cloud Engineer,4.9,Mid,"Power BI, Excel, Storytelling","Spark, Hadoop, PySpark",Azure Fundamentals,Dean's List,1,0,1,12/15/2023,SLU-only,Email,America/Chicago,https://portfolio.example.com/robert-calhoun-490,https://github.com/rcalhoun490,2025-10-25 05:48:41
491,47a325f8-6e2a-4f10-9dd0-4e1edfaede65,9ad0631a-77ce-410e-9336-32537006846d,EMP000491,Cloud Engineer,9.1,Senior,"Java, Algorithms, Data Structures","AWS, Azure, GCP",Azure Fundamentals,Published Paper,0,1,1,10/14/2026,Private,LinkedIn,America/Chicago,https://portfolio.example.com/robin-moon-491,https://github.com/rmoon491,2025-10-25 05:48:41
492,a834c782-9fd4-46bb-8e8f-0014b2452e19,87da4c75-f01d-4412-8b81-29e544e8b180,EMP000492,ML Engineer,2.2,Mid,"Network Security, Splunk, IAM","Spark, Hadoop, PySpark",Azure Fundamentals,Hackathon Winner,0,1,0,02/13/2025,Private,Email,America/Los_Angeles,https://portfolio.example.com/terri-lee-492,https://github.com/tlee492,2025-10-25 05:48:41
493,bf2db32b-4478-4349-806e-89257f3d1d56,ec8883fa-a9fa-47c5-8685-b6797afaa319,EMP000493,Data Engineer,10.2,Lead,"Git, CI/CD, Microservices","ML, DL, MLOps",AWS CCP,Volunteer Lead,1,1,1,01/14/2024,Public,LinkedIn,America/Chicago,https://portfolio.example.com/dylan-fitzgerald-493,https://github.com/dfitzgerald493,2025-10-25 05:48:41
494,0b472396-e5c5-498f-9ead-2989d8601845,4cdb62ea-5cc0-44fd-b13c-8b64a87e48eb,EMP000494,Cloud Engineer,4.3,Mid,"Git, CI/CD, Microservices","Communication, Teamwork",PMP,Hackathon Winner,0,1,0,07/16/2026,SLU-only,Phone,America/New_York,https://portfolio.example.com/stacy-lutz-494,https://github.com/slutz494,2025-10-25 05:48:41
495,39ea2933-1675-4bc4-b4ce-450683ce7666,1a4f634c-3441-4df9-a983-c5247fc452fd,EMP000495,QA Engineer,4.6,Mid,"Network Security, Splunk, IAM","DAX, Modeling, Dashboards",PMP,Hackathon Winner,1,0,1,02/12/2024,Public,LinkedIn,America/Los_Angeles,https://portfolio.example.com/angela-wright-495,https://github.com/awright495,2025-10-25 05:48:41
496,9762553e-e9a0-4308-8f7e-25261e4cc6f0,e6a30564-4446-41d6-b786-1a34294aee79,EMP000496,Associate Consultant,1.3,Early,"Git, CI/CD, Microservices","SIEM, SOC",None,Hackathon Winner,1,0,1,09/13/2023,Private,Email,America/New_York,https://portfolio.example.com/destiny-ford-496,https://github.com/dford496,2025-10-25 05:48:41
497,b63a9cdc-efa0-4903-aad6-209351326d82,ee28d5b9-a8f8-4d22-95ea-177f49c64a52,EMP000497,ML Engineer,10.3,Lead,"Network Security, Splunk, IAM","AWS, Azure, GCP",PMP,Hackathon Winner,0,1,1,12/14/2023,SLU-only,Email,America/Chicago,https://portfolio.example.com/samantha-cooper-497,https://github.com/scooper497,2025-10-25 05:48:41
498,95248899-1c3d-4a0f-8aa2-facdee403be7,0e827484-b211-48a7-a11f-196bd922d7d6,EMP000498,ML Engineer,7.6,Senior,"Java, Algorithms, Data Structures","AWS, Azure, GCP",Security+,Published Paper,0,0,0,08/15/2022,Public,Phone,America/Chicago,https://portfolio.example.com/christine-collins-498,https://github.com/ccollins498,2025-10-25 05:48:41
499,d9cde2cb-7f2f-4bad-a009-133f06042db9,61c8ca9e-5dac-4994-9f2a-581c59bf60b1,EMP000499,Product Analyst,4.5,Mid,"Python, SQL, Statistics","Communication, Teamwork",Azure Fundamentals,Dean's List,0,0,1,03/15/2024,SLU-only,Phone,America/Chicago,https://portfolio.example.com/mark-morris-499,https://github.com/mmorris499,2025-10-25 05:48:41
500,ccee3170-6749-441e-a67c-0b0053ef3191,c07ba9d1-0393-40ac-a786-3a57a8635610,EMP000500,Security Analyst,0.3,Early,"Power BI, Excel, Storytelling","ML, DL, MLOps",None,Hackathon Winner,0,1,1,12/31/2026,Private,Phone,America/Chicago,https://portfolio.example.com/james-young-500,https://github.com/jyoung500,2025-10-25 05:48:41
501,cc11838c-edd7-47f5-9a03-f34008a7b210,75dde6c1-d059-448f-b0f9-31150a6b128e,EMP000501,Cloud Engineer,7.0,Senior,"Power BI, Excel, Storytelling","SIEM, SOC",Security+,Hackathon Winner,1,0,0,03/16/2022,Private,LinkedIn,America/Los_Angeles,https://portfolio.example.com/maria-foster-501,https://github.com/mfoster501,2025-10-25 05:48:41
502,bcd8bfcc-dd69-4fcd-b121-4a72b8fa853b,e73f317a-6ced-4d1d-b005-927b1431ef3e,EMP000502,ML Engineer,9.0,Senior,"Java, Algorithms, Data Structures","Spark, Hadoop, PySpark",Security+,Dean's List,0,1,1,08/15/2022,Public,Email,America/Chicago,https://portfolio.example.com/bryan-bowman-502,https://github.com/bbowman502,2025-10-25 05:48:41
503,4848c7d8-0272-4eb2-8e23-b021225d19a1,ec261f42-d251-49a7-9eca-5ae174a40309,EMP000503,Business Analyst,7.8,Senior,"Git, CI/CD, Microservices","Spark, Hadoop, PySpark",AWS CCP,Hackathon Winner,0,1,0,12/31/2026,SLU-only,Email,America/New_York,https://portfolio.example.com/zachary-tapia-503,https://github.com/ztapia503,2025-10-25 05:48:41
504,8f947441-2a24-4547-a75b-60fca8ad93dd,b8d4aa44-c103-42e8-97ab-4d521c4d84bd,EMP000504,QA Engineer,3.8,Mid,"Python, SQL, Statistics","DAX, Modeling, Dashboards",Azure Fundamentals,Capstone Award,1,1,1,08/15/2026,Public,LinkedIn,America/New_York,https://portfolio.example.com/brian-moore-504,https://github.com/bmoore504,2025-10-25 05:48:41
505,6c251ada-abfd-42d2-abf3-72a9cf195a48,e6fb4cb6-954b-41bf-a8e3-d3fb60f7b49e,EMP000505,Software Engineer,7.7,Senior,"Power BI, Excel, Storytelling","SIEM, SOC",Security+,Published Paper,0,0,1,01/14/2023,SLU-only,Email,America/Los_Angeles,https://portfolio.example.com/david-evans-505,https://github.com/devans505,2025-10-25 05:48:41
506,ff989d13-6670-4877-9fd8-009e4cab064a,a2abdeb4-cc8f-4026-8960-a16852bef4b9,EMP000506,Business Analyst,9.6,Senior,"Git, CI/CD, Microservices","SIEM, SOC",Azure Fundamentals,Dean's List,1,0,0,08/15/2025,SLU-only,Email,America/Los_Angeles,https://portfolio.example.com/rodney-bates-506,https://github.com/rbates506,2025-10-25 05:48:41
507,723fabf6-9418-4e91-adfd-39020124a048,d59dad48-d05c-46d1-b8d3-5ef1eb7a5ae2,EMP000507,Product Analyst,6.0,Senior,"Java, Algorithms, Data Structures","ML, DL, MLOps",AWS CCP,Capstone Award,1,1,1,02/14/2024,SLU-only,LinkedIn,America/Chicago,https://portfolio.example.com/kayla-heath-507,https://github.com/kheath507,2025-10-25 05:48:41
508,5a65442d-406d-484d-a67b-462718cb13bb,b9c4b433-f47a-421d-acc8-41330ddd60c2,EMP000508,Cloud Engineer,3.5,Mid,"Git, CI/CD, Microservices","AWS, Azure, GCP",AWS CCP,Volunteer Lead,1,0,1,05/15/2023,Public,Phone,America/Los_Angeles,https://portfolio.example.com/jennifer-neal-508,https://github.com/jneal508,2025-10-25 05:48:41
509,3287b4b5-aebf-46b5-834a-1940b4150624,080a3efc-04a0-4e08-b344-66d015855d4b,EMP000509,Product Analyst,7.0,Senior,"Network Security, Splunk, IAM","AWS, Azure, GCP",PMP,Published Paper,1,1,0,12/31/2026,Private,Phone,America/New_York,https://portfolio.example.com/jennifer-bailey-509,https://github.com/jbailey509,2025-10-25 05:48:41
510,ed6871cb-f0ee-4336-be70-db6daccf8232,8ca5db7d-340d-42d6-9f18-12a3fe3a0231,EMP000510,Business Analyst,9.7,Senior,"Network Security, Splunk, IAM","Spark, Hadoop, PySpark",Security+,Volunteer Lead,1,1,0,05/15/2022,Public,Phone,America/Chicago,https://portfolio.example.com/brandon-guzman-510,https://github.com/bguzman510,2025-10-25 05:48:41
511,cab2b0ef-0e00-41f6-845f-1fc122e3ab14,579f1edc-4ad1-431c-a67f-41c3920fc0e9,EMP000511,Software Engineer,3.8,Mid,"Git, CI/CD, Microservices","Spark, Hadoop, PySpark",Security+,Published Paper,1,1,1,12/31/2026,Public,Phone,America/Chicago,https://portfolio.example.com/lee-castro-511,https://github.com/lcastro511,2025-10-25 05:48:41
512,94636aec-cfd4-432b-95cd-552ac249617f,53d0a292-9fc4-490f-9d61-9b3ffbc1633b,EMP000512,Business Analyst,1.5,Early,"ETL, Databases, Cloud","ML, DL, MLOps",Security+,Hackathon Winner,0,0,1,01/13/2026,Private,LinkedIn,America/New_York,https://portfolio.example.com/devon-coffey-512,https://github.com/dcoffey512,2025-10-25 05:48:41
513,ec6d771d-534e-4932-9a1d-b5d9771f0fe0,b050c9af-a08a-4d65-997a-ef7d0aa7a675,EMP000513,Data Engineer,8.9,Senior,"Python, SQL, Statistics","Communication, Teamwork",Security+,Capstone Award,1,0,0,09/15/2026,SLU-only,Phone,America/Los_Angeles,https://portfolio.example.com/cristian-johnson-513,https://github.com/cjohnson513,2025-10-25 05:48:41
514,b7b3fb14-50b5-4583-8a34-feec58610667,56d63950-aa89-44e4-b55f-9fa4f6b4cbe8,EMP000514,Software Engineer,9.1,Senior,"Java, Algorithms, Data Structures","SIEM, SOC",Security+,Dean's List,1,0,1,04/15/2022,SLU-only,LinkedIn,America/Chicago,https://portfolio.example.com/latasha-martinez-514,https://github.com/lmartinez514,2025-10-25 05:48:41
515,1ffe062c-54ef-4b46-85ea-aa345af064d3,e1a769fd-9716-43dc-a6c3-9bd5d862086c,EMP000515,Data Analyst,1.6,Early,"Python, SQL, Statistics","SIEM, SOC",Azure Fundamentals,Published Paper,1,0,1,07/16/2026,Private,LinkedIn,America/Chicago,https://portfolio.example.com/carlos-brewer-515,https://github.com/cbrewer515,2025-10-25 05:48:41
516,93156e69-68f2-4f1f-8d07-669ade45379f,8754b955-70d3-410e-9162-6e8ef50f47ec,EMP000516,Business Analyst,1.7,Early,"Python, SQL, Statistics","Spark, Hadoop, PySpark",Azure Fundamentals,Hackathon Winner,0,1,0,09/15/2025,Public,Email,America/New_York,https://portfolio.example.com/brandi-meyer-516,https://github.com/bmeyer516,2025-10-25 05:48:41
517,93ffb22b-ca32-4344-8093-ca67c31e2bed,c8949239-9081-453e-b7ce-ee445851aa43,EMP000517,Data Engineer,7.8,Senior,"Git, CI/CD, Microservices","Communication, Teamwork",None,Volunteer Lead,1,0,0,02/13/2025,SLU-only,Phone,America/Los_Angeles,https://portfolio.example.com/bryan-mcdaniel-517,https://github.com/bmcdaniel517,2025-10-25 05:48:41
518,fe563c96-ead2-428b-ba11-61cbf02d5f6e,bf6ba685-e421-4733-a0db-5f552b27f967,EMP000518,QA Engineer,9.4,Senior,"Power BI, Excel, Storytelling","DAX, Modeling, Dashboards",Azure Fundamentals,Capstone Award,0,1,0,04/15/2024,Private,LinkedIn,America/Los_Angeles,https://portfolio.example.com/kayla-gonzalez-518,https://github.com/kgonzalez518,2025-10-25 05:48:41
519,8f197ebc-0557-4e64-a75a-60c2cfd07dfe,55b28606-6922-4707-901f-fbb17c2b361c,EMP000519,Software Engineer,0.7,Early,"ETL, Databases, Cloud","DAX, Modeling, Dashboards",None,Volunteer Lead,0,0,1,03/14/2024,SLU-only,Phone,America/Chicago,https://portfolio.example.com/carla-jones-519,https://github.com/cjones519,2025-10-25 05:48:41
520,31be5528-7d5d-45b6-a799-120a24b405bf,8b08e6d7-2c6f-4d21-9a2f-dc202d64aafc,EMP000520,Cloud Engineer,3.6,Mid,"ETL, Databases, Cloud","Communication, Teamwork",AWS CCP,Dean's List,1,0,1,06/15/2023,Private,Phone,America/Los_Angeles,https://portfolio.example.com/stephen-higgins-520,https://github.com/shiggins520,2025-10-25 05:48:41
521,37b35740-e648-4dd0-9e53-bc10e784fe1f,27a094f1-3bf5-49f5-b9f1-eedb3e588fb4,EMP000521,Data Engineer,1.1,Early,"Git, CI/CD, Microservices","DAX, Modeling, Dashboards",AWS CCP,Dean's List,1,1,1,12/31/2026,Public,Phone,America/Chicago,https://portfolio.example.com/sandra-woodard-521,https://github.com/swoodard521,2025-10-25 05:48:41
522,25a7b2b9-9463-4308-813a-53a017b6f17d,71d13bda-fecc-4408-84e7-11e1c13415bd,EMP000522,Data Analyst,1.3,Early,"Python, SQL, Statistics","SIEM, SOC",PMP,Hackathon Winner,1,1,1,02/13/2022,Private,Email,America/Chicago,https://portfolio.example.com/allen-villa-522,https://github.com/avilla522,2025-10-25 05:48:41
523,68b8a518-8733-4f50-a9e6-fe02ceac45f0,1009ba4a-7e80-49ac-9f78-1b0027d94cd8,EMP000523,Data Analyst,2.9,Mid,"Python, SQL, Statistics","ML, DL, MLOps",AWS CCP,Hackathon Winner,1,1,1,12/31/2026,Public,Phone,America/New_York,https://portfolio.example.com/steven-obrien-523,https://github.com/sobrien523,2025-10-25 05:48:41
524,98a5d4ed-8c29-4ae9-b78e-40505ab69e22,82c46320-6ab9-41e8-8540-be3dcc43f0da,EMP000524,Cloud Engineer,6.0,Senior,"Java, Algorithms, Data Structures","DAX, Modeling, Dashboards",Security+,Published Paper,1,0,0,09/13/2021,SLU-only,LinkedIn,America/Los_Angeles,https://portfolio.example.com/eric-patel-524,https://github.com/epatel524,2025-10-25 05:48:41
525,2fd2a239-5f59-4f59-8710-076d1cc7a9cf,bc327881-21ef-4070-841d-f2f5a149add2,EMP000525,Associate Consultant,0.7,Early,"ETL, Databases, Cloud","ML, DL, MLOps",Security+,Hackathon Winner,0,0,0,03/15/2022,Public,Email,America/New_York,https://portfolio.example.com/jennifer-owens-525,https://github.com/jowens525,2025-10-25 05:48:41
526,0754ce28-509c-4859-b143-cd136c6ad77c,1bb34aa0-779c-4055-a9f3-84c97af729fd,EMP000526,Product Analyst,2.7,Mid,"Network Security, Splunk, IAM","ML, DL, MLOps",PMP,Published Paper,1,0,1,12/31/2026,Private,LinkedIn,America/Chicago,https://portfolio.example.com/billy-myers-526,https://github.com/bmyers526,2025-10-25 05:48:41
527,65922ff9-806c-4975-a2a7-43edb37dd939,71228aeb-99e1-49dd-b7a1-a47ae226dc8c,EMP000527,Data Engineer,1.3,Early,"Git, CI/CD, Microservices","ML, DL, MLOps",Security+,Volunteer Lead,0,0,1,12/15/2025,SLU-only,Email,America/Chicago,https://portfolio.example.com/justin-cordova-527,https://github.com/jcordova527,2025-10-25 05:48:41
528,e463a153-70df-4962-bde5-52a0acca8c1e,e043c748-714a-4e6c-9762-816afecb26d0,EMP000528,Data Engineer,2.0,Mid,"Network Security, Splunk, IAM","Spark, Hadoop, PySpark",None,Published Paper,1,0,1,06/15/2023,Public,Email,America/Chicago,https://portfolio.example.com/edwin-russell-528,https://github.com/erussell528,2025-10-25 05:48:41
529,b573c560-bc04-49b0-b36f-e806fd811956,eed03745-f35e-4ce4-84a4-c2b04672b9e2,EMP000529,QA Engineer,9.2,Senior,"Java, Algorithms, Data Structures","Spark, Hadoop, PySpark",PMP,Capstone Award,1,0,1,06/14/2022,Private,Email,America/Los_Angeles,https://portfolio.example.com/todd-woods-529,https://github.com/twoods529,2025-10-25 05:48:41
530,fdf90d40-6426-43f6-a51a-05bac791c693,eadbfae1-0b01-42a6-b220-22d58d74147e,EMP000530,Security Analyst,12.0,Lead,"Python, SQL, Statistics","Communication, Teamwork",None,Dean's List,0,0,1,12/31/2026,SLU-only,Phone,America/Los_Angeles,https://portfolio.example.com/alexander-rodriguez-530,https://github.com/arodriguez530,2025-10-25 05:48:41
531,88194b03-600a-4651-941d-50fbd70a71a4,ff947eb7-289e-469c-9fbf-dd14e1a2471c,EMP000531,Business Analyst,6.7,Senior,"Git, CI/CD, Microservices","Spark, Hadoop, PySpark",PMP,Published Paper,0,0,1,12/31/2026,Public,LinkedIn,America/New_York,https://portfolio.example.com/sharon-hubbard-531,https://github.com/shubbard531,2025-10-25 05:48:41
532,c45a7380-ebae-418a-91fc-5e27e7a3a36b,661b85f0-e94e-4bc9-b060-60e4e5ea5dda,EMP000532,Data Engineer,6.6,Senior,"Git, CI/CD, Microservices","Communication, Teamwork",Security+,Hackathon Winner,0,1,1,11/14/2025,Private,Phone,America/Chicago,https://portfolio.example.com/katherine-ortiz-532,https://github.com/kortiz532,2025-10-25 05:48:41
533,d50cba35-0391-4017-92bb-6563bfc79069,1a0ffe60-89d1-473e-a787-4624d949d789,EMP000533,Cloud Engineer,3.9,Mid,"ETL, Databases, Cloud","Communication, Teamwork",Security+,Published Paper,1,1,1,02/14/2026,SLU-only,LinkedIn,America/Los_Angeles,https://portfolio.example.com/robert-middleton-533,https://github.com/rmiddleton533,2025-10-25 05:48:41
534,ecece460-82f3-489b-bba9-46d766ca1872,4fd9d89e-dfba-4bf0-8c80-76e57766ea5b,EMP000534,QA Engineer,1.3,Early,"Python, SQL, Statistics","Spark, Hadoop, PySpark",Security+,Published Paper,0,1,0,12/31/2026,Public,LinkedIn,America/New_York,https://portfolio.example.com/thomas-alvarez-534,https://github.com/talvarez534,2025-10-25 05:48:41
535,20057b41-bc10-4e10-8227-0048d61ba872,43f9a575-2d61-4375-b6c8-e4fe497ffc57,EMP000535,Cloud Engineer,10.4,Lead,"Power BI, Excel, Storytelling","Spark, Hadoop, PySpark",Azure Fundamentals,Hackathon Winner,0,0,1,12/31/2026,SLU-only,Email,America/Chicago,https://portfolio.example.com/dylan-howard-535,https://github.com/dhoward535,2025-10-25 05:48:41
536,58c2e304-a8f4-48ad-b239-c5128d83e476,961ff9d6-48a0-4e72-be21-d5b7535badf1,EMP000536,QA Engineer,11.3,Lead,"Python, SQL, Statistics","DAX, Modeling, Dashboards",AWS CCP,Volunteer Lead,0,0,0,11/13/2022,Public,LinkedIn,America/New_York,https://portfolio.example.com/kimberly-green-536,https://github.com/kgreen536,2025-10-25 05:48:41
537,dc5ce26a-e4a7-4d4e-8666-9c0d0ee5dce9,4bec8195-ddd1-428b-9165-0719879bcaf0,EMP000537,Product Analyst,1.2,Early,"Network Security, Splunk, IAM","SIEM, SOC",None,Hackathon Winner,1,0,1,12/31/2026,Private,LinkedIn,America/New_York,https://portfolio.example.com/john-lynn-537,https://github.com/jlynn537,2025-10-25 05:48:41
538,6ab35a5e-1dc3-49fa-aa8f-68df14efc040,6b33af5a-34ee-4ba0-b54e-a654eb891ed8,EMP000538,Cloud Engineer,9.0,Senior,"Git, CI/CD, Microservices","SIEM, SOC",Azure Fundamentals,Volunteer Lead,1,1,0,02/11/2025,SLU-only,Email,America/Los_Angeles,https://portfolio.example.com/daniel-daniels-538,https://github.com/ddaniels538,2025-10-25 05:48:41
539,ef6d64cf-91e1-4c27-98f0-9c14590d4ceb,d11f5d37-fd59-47a3-a54a-8b355bb5b9a1,EMP000539,Business Analyst,4.4,Mid,"Java, Algorithms, Data Structures","ML, DL, MLOps",PMP,Capstone Award,1,1,0,01/13/2026,SLU-only,LinkedIn,America/Los_Angeles,https://portfolio.example.com/jonathan-foster-539,https://github.com/jfoster539,2025-10-25 05:48:41
540,3d4657e5-75d8-43a4-8f6a-79987a94df7c,1662d24e-02a1-4cb3-a75b-44c7c4526643,EMP000540,Product Analyst,0.8,Early,"Python, SQL, Statistics","Spark, Hadoop, PySpark",None,Dean's List,1,0,0,06/15/2024,Public,LinkedIn,America/Los_Angeles,https://portfolio.example.com/joseph-henry-540,https://github.com/jhenry540,2025-10-25 05:48:41
541,93ce2e56-6914-41c6-8a88-5026b0526f03,24189a80-1335-447a-8470-728546913daa,EMP000541,Data Analyst,2.3,Mid,"Power BI, Excel, Storytelling","Spark, Hadoop, PySpark",AWS CCP,Published Paper,1,0,0,05/15/2024,Private,Email,America/New_York,https://portfolio.example.com/donna-erickson-541,https://github.com/derickson541,2025-10-25 05:48:41
542,abac377d-27ca-47e3-9228-7b5854018b46,89637102-8437-4fed-8ebe-7bb550a41227,EMP000542,Cloud Engineer,3.7,Mid,"Python, SQL, Statistics","DAX, Modeling, Dashboards",PMP,Published Paper,1,0,1,10/13/2024,Public,Phone,America/Los_Angeles,https://portfolio.example.com/elizabeth-cabrera-542,https://github.com/ecabrera542,2025-10-25 05:48:41
543,3a0239b1-57a4-48d4-9de1-040e8240a4b5,c636fc83-e334-4954-932f-95a8cd0c42c9,EMP000543,QA Engineer,4.5,Mid,"Python, SQL, Statistics","ML, DL, MLOps",PMP,Capstone Award,0,1,1,01/14/2023,Public,LinkedIn,America/Los_Angeles,https://portfolio.example.com/martha-hanna-543,https://github.com/mhanna543,2025-10-25 05:48:41
544,c0091463-3b39-4ab7-98eb-cc45e8d1c0ac,ec8e15d2-9dc3-4317-b921-3e551abd054b,EMP000544,Cloud Engineer,10.6,Lead,"ETL, Databases, Cloud","ML, DL, MLOps",AWS CCP,Hackathon Winner,1,0,0,04/16/2025,Private,LinkedIn,America/Chicago,https://portfolio.example.com/michelle-mitchell-544,https://github.com/mmitchell544,2025-10-25 05:48:41
545,effc39ce-4022-4172-b01e-a76375644ff1,48c38d22-e13e-473b-bc25-d9885951eff9,EMP000545,Associate Consultant,10.8,Lead,"Git, CI/CD, Microservices","ML, DL, MLOps",PMP,Hackathon Winner,0,0,1,02/13/2026,Public,Phone,America/New_York,https://portfolio.example.com/brandon-peterson-545,https://github.com/bpeterson545,2025-10-25 05:48:41
546,43726e1c-6b80-4897-ab23-6413658f3fbf,845bcc76-d7ff-4d79-bc48-9110bcb95b16,EMP000546,Business Analyst,0.5,Early,"Java, Algorithms, Data Structures","Communication, Teamwork",AWS CCP,Volunteer Lead,1,1,1,12/31/2026,Private,Email,America/Chicago,https://portfolio.example.com/crystal-gonzalez-546,https://github.com/cgonzalez546,2025-10-25 05:48:41
547,573d7870-2614-45d7-acb9-07482e26b783,59db4102-0556-4357-aae3-7b08de0e89a2,EMP000547,Business Analyst,3.3,Mid,"ETL, Databases, Cloud","Spark, Hadoop, PySpark",Security+,Capstone Award,1,0,1,03/15/2024,Private,Email,America/Chicago,https://portfolio.example.com/stephen-garner-547,https://github.com/sgarner547,2025-10-25 05:48:41
548,c9303017-306c-4f60-876b-1b38e1e8bf1d,e6f96eb5-2713-4347-902f-a93c8d6b18d1,EMP000548,ML Engineer,2.7,Mid,"Power BI, Excel, Storytelling","ML, DL, MLOps",None,Published Paper,0,0,1,05/16/2023,Public,LinkedIn,America/Los_Angeles,https://portfolio.example.com/alec-fields-548,https://github.com/afields548,2025-10-25 05:48:41
549,c4fe471f-82ab-46d2-abfa-86b95923db9c,35d58388-c9b4-4970-a8a7-ce4a95fe2c49,EMP000549,Associate Consultant,4.3,Mid,"Git, CI/CD, Microservices","Spark, Hadoop, PySpark",Azure Fundamentals,Published Paper,1,1,0,09/15/2025,Public,Phone,America/New_York,https://portfolio.example.com/krystal-shah-549,https://github.com/kshah549,2025-10-25 05:48:41
550,e0586ac8-23bf-45a7-bad4-ded55ab6ee41,ade0c710-1357-4005-ad41-1092d9d29768,EMP000550,Associate Consultant,5.1,Senior,"Java, Algorithms, Data Structures","DAX, Modeling, Dashboards",Security+,Dean's List,1,1,1,09/14/2025,Private,Email,America/New_York,https://portfolio.example.com/marie-buchanan-550,https://github.com/mbuchanan550,2025-10-25 05:48:41
551,27177a75-c029-4cf3-aa07-49c9f0c8efe3,20d06942-47a3-4e95-9934-f52cb763b4a3,EMP000551,Associate Consultant,3.1,Mid,"ETL, Databases, Cloud","Spark, Hadoop, PySpark",None,Capstone Award,1,0,1,05/16/2026,SLU-only,Phone,America/Los_Angeles,https://portfolio.example.com/james-ramos-551,https://github.com/jramos551,2025-10-25 05:48:41
552,11afee2a-3ae5-4a8e-b911-02c56a2beeeb,a06113fb-9014-4a25-8ebc-3bc5ebe625b4,EMP000552,Business Analyst,4.0,Mid,"Java, Algorithms, Data Structures","SIEM, SOC",AWS CCP,Published Paper,0,1,0,12/31/2026,Public,LinkedIn,America/New_York,https://portfolio.example.com/alex-arnold-552,https://github.com/aarnold552,2025-10-25 05:48:41
553,1e48a736-e761-4a76-ae67-cfaf96e2ad7d,91d81682-7e77-4af1-b77e-3c6683d55d7d,EMP000553,Software Engineer,10.3,Lead,"ETL, Databases, Cloud","AWS, Azure, GCP",Security+,Volunteer Lead,1,1,1,12/31/2026,Private,Email,America/Chicago,https://portfolio.example.com/paul-howard-553,https://github.com/phoward553,2025-10-25 05:48:41
554,a9fa5e4a-cc19-4252-8e54-4a39d36e72d5,5ff27ebd-d3b0-4e23-a6cb-3d16c5877836,EMP000554,QA Engineer,4.8,Mid,"Network Security, Splunk, IAM","Communication, Teamwork",Azure Fundamentals,Volunteer Lead,1,1,1,12/14/2024,Public,Email,America/New_York,https://portfolio.example.com/vernon-jones-554,https://github.com/vjones554,2025-10-25 05:48:41
555,3653b337-f5bc-4463-ba37-db3320b1597a,07143047-d057-4933-9f1f-15092b3407d6,EMP000555,Data Analyst,5.4,Senior,"ETL, Databases, Cloud","DAX, Modeling, Dashboards",AWS CCP,Published Paper,1,1,0,11/13/2025,Public,LinkedIn,America/Los_Angeles,https://portfolio.example.com/andrew-carpenter-555,https://github.com/acarpenter555,2025-10-25 05:48:41
