serial_no,student_id,slu_banner_id,first_name,last_name,preferred_name,slu_email,personal_email,phone_e164,program_name,college_name,concentration,start_term,grad_term,graduation_year,visa_status,opt_status,current_location_city,current_location_state,current_location_country,linkedin_url
461,7c10a4be-c5b9-42c8-83f7-bfe6b38afccc,B0100461,Jimmy,Ross,Jimmy,jross.461@slu.edu,jimmy.ross461@example.com,17505282696,MS Cybersecurity,School of Science & Engineering,Network Security,Spring-2022,Summer-2023,2023,F1,STEM OPT,Dallas,TX,USA,https://www.linkedin.com/in/slu-student-461
462,e36b69c5-e624-4d91-b971-ca1b0e08fb15,B0100462,Robin,Dickerson,Robin,rdickerson.462@slu.edu,robin.dickerson462@example.com,13336112123,MS Cybersecurity,School of Science & Engineering,Network Security,Fall-2024,Summer-2026,2026,H1B,None,Chicago,IL,USA,https://www.linkedin.com/in/slu-student-462
463,db2a3299-c9c7-4484-9daf-9db0aa14978c,B0100463,Stephen,Robinson,Stephen,srobinson.463@slu.edu,stephen.robinson463@example.com,16972042237,MBA,Chaifetz School of Business,Business Analytics,Summer-2023,Fall-2024,2024,Citizen,None,Bengaluru,IL,India,https://www.linkedin.com/in/slu-student-463
464,69fd2402-ce35-4641-b12f-384fbeca6b8a,B0100464,Thomas,Lopez,Stephen,tlopez.464@slu.edu,thomas.lopez464@example.com,12306075726,MS Information Systems,School of Science & Engineering,Data Analytics,Summer-2024,Spring-2025,2025,H1B,None,Austin,TX,USA,https://www.linkedin.com/in/slu-student-464
465,fb3ca1e4-dbf3-4ceb-99cd-2fa048173074,B0100465,Tina,Dominguez,Tina,tdominguez.465@slu.edu,tina.dominguez465@example.com,15785009767,MS Information Systems,School of Science & Engineering,Data Analytics,Spring-2020,Spring-2022,2022,F1,STEM OPT,Dallas,TX,USA,https://www.linkedin.com/in/slu-student-465
466,627a4341-227d-4f6f-8557-a73695958bbb,B0100466,Ashley,Frazier,Ashley,afrazier.466@slu.edu,ashley.frazier466@example.com,18776462428,MS Information Technology,School of Science & Engineering,Networking,Spring-2020,Summer-2021,2021,Citizen,None,Seattle,WA,USA,https://www.linkedin.com/in/slu-student-466
467,a16b4560-ebc2-41e2-9ce3-1a7736434ac6,B0100467,Sean,Jones,Sean,sjones.467@slu.edu,sean.jones467@example.com,19737486422,MS Computer Science,School of Science & Engineering,AI & ML,Summer-2022,Spring-2024,2024,F1,OPT,St. Louis,MO,USA,https://www.linkedin.com/in/slu-student-467
468,81351016-d663-4042-881b-0f31978259fe,B0100468,Elizabeth,Baker,Sean,ebaker.468@slu.edu,elizabeth.baker468@example.com,13988803255,MS Information Technology,School of Science & Engineering,Networking,Spring-2020,Spring-2022,2022,F1,OPT,Chicago,IL,USA,https://www.linkedin.com/in/slu-student-468
469,35b04d5f-b45c-49db-a477-8872d1386a0b,B0100469,Alyssa,Duncan,Alyssa,aduncan.469@slu.edu,alyssa.duncan469@example.com,19253047533,MS Data Science,School of Science & Engineering,Big Data,Spring-2021,Spring-2022,2022,Citizen,None,Seattle,WA,USA,https://www.linkedin.com/in/slu-student-469
470,6e57d117-ea6f-4479-afd3-7eac991b98c5,B0100470,Rebecca,Carter,Rebecca,rcarter.470@slu.edu,rebecca.carter470@example.com,12539945881,MS Computer Science,School of Science & Engineering,AI & ML,Fall-2020,Spring-2022,2022,F1,OPT,Chicago,IL,USA,https://www.linkedin.com/in/slu-student-470
471,e6818a6b-9a5d-4518-92ab-9cea1cc47ab9,B0100471,Edwin,Oneill,Edwin,eoneill.471@slu.edu,edwin.oneill471@example.com,12852089620,MS Business Analytics,Chaifetz School of Business,Predictive Modeling,Summer-2020,Fall-2022,2022,F1,None,Chicago,IL,USA,https://www.linkedin.com/in/slu-student-471
472,1c01e4f2-8dde-4656-b0a5-fe71407d0c21,B0100472,Jamie,Hall,Edwin,jhall.472@slu.edu,jamie.hall472@example.com,15304009243,MS Business Analytics,Chaifetz School of Business,Predictive Modeling,Spring-2023,Summer-2024,2024,F1,STEM OPT,Dallas,TX,USA,https://www.linkedin.com/in/slu-student-472
473,09440ad9-e9bb-4e08-b1f2-efea147dbbb0,B0100473,Hayden,Brewer,Hayden,hbrewer.473@slu.edu,hayden.brewer473@example.com,19664134489,MS Business Analytics,Chaifetz School of Business,Predictive Modeling,Fall-2024,Fall-2025,2025,F1,OPT,Bengaluru,TX,India,https://www.linkedin.com/in/slu-student-473
474,8c4d5c0e-b255-4c62-a707-e7ab750cfd60,B0100474,Amanda,Morse,Amanda,amorse.474@slu.edu,amanda.morse474@example.com,16965213518,MBA,Chaifetz School of Business,Business Analytics,Spring-2021,Fall-2023,2023,F1,OPT,St. Louis,MO,USA,https://www.linkedin.com/in/slu-student-474
475,1582eb8c-43cd-4f60-bdda-9f5e434d2c3f,B0100475,Colton,Burke,Colton,cburke.475@slu.edu,colton.burke475@example.com,19842863283,MS Software Engineering,School of Science & Engineering,Cloud Computing,Summer-2020,Spring-2021,2021,F1,OPT,St. Louis,MO,USA,https://www.linkedin.com/in/slu-student-475
476,3a842cf5-2611-45ff-b1c9-ac55a66b091a,B0100476,Craig,Mason,Colton,cmason.476@slu.edu,craig.mason476@example.com,16154492142,MS Information Technology,School of Science & Engineering,Networking,Summer-2021,Summer-2022,2022,Citizen,None,Dallas,TX,USA,https://www.linkedin.com/in/slu-student-476
477,0b7c1859-28c5-40c7-8b61-1d22f43e480e,B0100477,Michael,Delacruz,Michael,mdelacruz.477@slu.edu,michael.delacruz477@example.com,13513849457,MS Cybersecurity,School of Science & Engineering,Network Security,Fall-2022,Fall-2023,2023,F1,STEM OPT,New York,NY,USA,https://www.linkedin.com/in/slu-student-477
478,5249364e-8756-4d2b-9820-bff9d4cd0c5a,B0100478,Patrick,Macdonald,Patrick,pmacdonald.478@slu.edu,patrick.macdonald478@example.com,16592932364,MS Information Systems,School of Science & Engineering,Data Analytics,Fall-2021,Fall-2022,2022,F1,OPT,Boston,MA,USA,https://www.linkedin.com/in/slu-student-478
479,523ac164-7587-46b6-a409-f9e341e01fdb,B0100479,Regina,Wilson,Regina,rwilson.479@slu.edu,regina.wilson479@example.com,17946673125,MS Information Systems,School of Science & Engineering,Data Analytics,Spring-2020,Summer-2021,2021,F1,OPT,Seattle,WA,USA,https://www.linkedin.com/in/slu-student-479
480,14accc8b-3724-4693-a52b-c2a378206d8b,B0100480,Peter,Rice,Regina,price.480@slu.edu,peter.rice480@example.com,15763242079,MS Computer Science,School of Science & Engineering,AI & ML,Summer-2021,Spring-2023,2023,F1,STEM OPT,Hyderabad,WA,India,https://www.linkedin.com/in/slu-student-480
481,f76df4b1-1cf6-4cfc-8b02-6892fa3bfa9e,B0100481,Brent,Chen,Brent,bchen.481@slu.edu,brent.chen481@example.com,19113698641,MS Information Technology,School of Science & Engineering,Networking,Summer-2020,Fall-2022,2022,Other,None,Hyderabad,WA,India,https://www.linkedin.com/in/slu-student-481
482,1559260e-dc0c-4ab7-aef7-c8998e50dd4d,B0100482,Jamie,Smith,Jamie,jsmith.482@slu.edu,jamie.smith482@example.com,12103202745,MS Software Engineering,School of Science & Engineering,Cloud Computing,Summer-2021,Summer-2023,2023,Other,None,Austin,TX,USA,https://www.linkedin.com/in/slu-student-482
483,7986edba-c35d-4831-8a8d-64905b496bef,B0100483,Michael,Moody,Michael,mmoody.483@slu.edu,michael.moody483@example.com,15024701321,MS Business Analytics,Chaifetz School of Business,Predictive Modeling,Fall-2021,Summer-2023,2023,F1,STEM OPT,Bengaluru,TX,India,https://www.linkedin.com/in/slu-student-483
484,a8df56d6-4035-417e-9168-30131c149e31,B0100484,Julie,Peterson,Michael,jpeterson.484@slu.edu,julie.peterson484@example.com,12323898701,MS Information Technology,School of Science & Engineering,Networking,Summer-2020,Fall-2022,2022,F1,None,New York,NY,USA,https://www.linkedin.com/in/slu-student-484
485,e767f4dd-bce2-4ad2-84bb-4463758c5c92,B0100485,Michael,Campbell,Michael,mcampbell.485@slu.edu,michael.campbell485@example.com,17874851118,MS Business Analytics,Chaifetz School of Business,Predictive Modeling,Spring-2024,Fall-2025,2025,F1,STEM OPT,St. Louis,MO,USA,https://www.linkedin.com/in/slu-student-485
486,e1b12edd-09ef-4f50-85b2-383b8aff4080,B0100486,Danielle,Camacho,Danielle,dcamacho.486@slu.edu,danielle.camacho486@example.com,18946587907,MBA,Chaifetz School of Business,Business Analytics,Spring-2023,Spring-2025,2025,F1,None,St. Louis,MO,USA,https://www.linkedin.com/in/slu-student-486
487,2b385fad-9c15-4a5b-966e-beda108d7356,B0100487,Mindy,Maldonado,Mindy,mmaldonado.487@slu.edu,mindy.maldonado487@example.com,16424086204,MS Software Engineering,School of Science & Engineering,Cloud Computing,Fall-2023,Fall-2025,2025,F1,STEM OPT,Boston,MA,USA,https://www.linkedin.com/in/slu-student-487
488,0393f580-85e2-4dc5-bf08-2215115b199b,B0100488,Samuel,Potts,Mindy,spotts.488@slu.edu,samuel.potts488@example.com,17963218863,MS Business Analytics,Chaifetz School of Business,Predictive Modeling,Summer-2022,Fall-2023,2023,H1B,None,Chicago,IL,USA,https://www.linkedin.com/in/slu-student-488
489,7853067d-b8bb-43fb-b353-a0260cedfcea,B0100489,Rebecca,Riley,Rebecca,rriley.489@slu.edu,rebecca.riley489@example.com,14567213549,MS Business Analytics,Chaifetz School of Business,Predictive Modeling,Spring-2022,Spring-2024,2024,F1,STEM OPT,Dallas,TX,USA,https://www.linkedin.com/in/slu-student-489
490,b695b1a4-eec1-491c-b6f5-2c1625123277,B0100490,Robert,Calhoun,Robert,rcalhoun.490@slu.edu,robert.calhoun490@example.com,19063449140,MS Data Science,School of Science & Engineering,Big Data,Spring-2021,Fall-2022,2022,F1,STEM OPT,Seattle,WA,USA,https://www.linkedin.com/in/slu-student-490
491,9ad0631a-77ce-410e-9336-32537006846d,B0100491,Robin,Moon,Robin,rmoon.491@slu.edu,robin.moon491@example.com,14464343981,MS Software Engineering,School of Science & Engineering,Cloud Computing,Fall-2023,Spring-2025,2025,Other,None,Bengaluru,WA,India,https://www.linkedin.com/in/slu-student-491
492,87da4c75-f01d-4412-8b81-29e544e8b180,B0100492,Terri,Lee,Robin,tlee.492@slu.edu,terri.lee492@example.com,17179456831,MS Information Systems,School of Science & Engineering,Data Analytics,Summer-2023,Summer-2024,2024,F1,STEM OPT,Hyderabad,WA,India,https://www.linkedin.com/in/slu-student-492
493,ec8883fa-a9fa-47c5-8685-b6797afaa319,B0100493,Dylan,Fitzgerald,Dylan,dfitzgerald.493@slu.edu,dylan.fitzgerald493@example.com,14643571203,MS Information Technology,School of Science & Engineering,Networking,Summer-2021,Summer-2023,2023,F1,STEM OPT,St. Louis,MO,USA,https://www.linkedin.com/in/slu-student-493
494,4cdb62ea-5cc0-44fd-b13c-8b64a87e48eb,B0100494,Stacy,Lutz,Stacy,slutz.494@slu.edu,stacy.lutz494@example.com,15542241966,MS Software Engineering,School of Science & Engineering,Cloud Computing,Fall-2022,Fall-2024,2024,Other,None,Austin,TX,USA,https://www.linkedin.com/in/slu-student-494
495,1a4f634c-3441-4df9-a983-c5247fc452fd,B0100495,Angela,Wright,Angela,awright.495@slu.edu,angela.wright495@example.com,17075536796,MS Business Analytics,Chaifetz School of Business,Predictive Modeling,Fall-2021,Spring-2022,2022,F1,OPT,Austin,TX,USA,https://www.linkedin.com/in/slu-student-495
496,e6a30564-4446-41d6-b786-1a34294aee79,B0100496,Destiny,Ford,Angela,dford.496@slu.edu,destiny.ford496@example.com,18876391229,MS Data Science,School of Science & Engineering,Big Data,Spring-2021,Spring-2022,2022,F1,OPT,Boston,MA,USA,https://www.linkedin.com/in/slu-student-496
497,ee28d5b9-a8f8-4d22-95ea-177f49c64a52,B0100497,Samantha,Cooper,Samantha,scooper.497@slu.edu,samantha.cooper497@example.com,14825138906,MS Information Systems,School of Science & Engineering,Data Analytics,Summer-2021,Spring-2023,2023,F1,STEM OPT,Dallas,TX,USA,https://www.linkedin.com/in/slu-student-497
498,0e827484-b211-48a7-a11f-196bd922d7d6,B0100498,Christine,Collins,Christine,ccollins.498@slu.edu,christine.collins498@example.com,12696893763,MBA,Chaifetz School of Business,Business Analytics,Summer-2020,Fall-2021,2021,F1,STEM OPT,Chicago,IL,USA,https://www.linkedin.com/in/slu-student-498
499,61c8ca9e-5dac-4994-9f2a-581c59bf60b1,B0100499,Mark,Morris,Mark,mmorris.499@slu.edu,mark.morris499@example.com,12762513119,MS Information Technology,School of Science & Engineering,Networking,Summer-2020,Fall-2022,2022,H1B,None,Bengaluru,IL,India,https://www.linkedin.com/in/slu-student-499
500,c07ba9d1-0393-40ac-a786-3a57a8635610,B0100500,James,Young,Mark,jyoung.500@slu.edu,james.young500@example.com,16742548871,MS Data Science,School of Science & Engineering,Big Data,Summer-2024,Spring-2026,2026,F1,OPT,Austin,TX,USA,https://www.linkedin.com/in/slu-student-500
501,75dde6c1-d059-448f-b0f9-31150a6b128e,B0100501,Maria,Foster,Maria,mfoster.501@slu.edu,maria.foster501@example.com,19116251655,MS Computer Science,School of Science & Engineering,AI & ML,Spring-2020,Summer-2021,2021,F1,OPT,Chicago,IL,USA,https://www.linkedin.com/in/slu-student-501
502,e73f317a-6ced-4d1d-b005-927b1431ef3e,B0100502,Bryan,Bowman,Bryan,bbowman.502@slu.edu,bryan.bowman502@example.com,18663339650,MBA,Chaifetz School of Business,Business Analytics,Fall-2020,Fall-2021,2021,H1B,None,Seattle,WA,USA,https://www.linkedin.com/in/slu-student-502
503,ec261f42-d251-49a7-9eca-5ae174a40309,B0100503,Zachary,Tapia,Zachary,ztapia.503@slu.edu,zachary.tapia503@example.com,17972271838,MS Computer Science,School of Science & Engineering,AI & ML,Fall-2024,Fall-2026,2026,F1,OPT,Bengaluru,WA,India,https://www.linkedin.com/in/slu-student-503
504,b8d4aa44-c103-42e8-97ab-4d521c4d84bd,B0100504,Brian,Moore,Zachary,bmoore.504@slu.edu,brian.moore504@example.com,17203866389,MBA,Chaifetz School of Business,Business Analytics,Spring-2023,Fall-2024,2024,Other,None,Seattle,WA,USA,https://www.linkedin.com/in/slu-student-504
505,e6fb4cb6-954b-41bf-a8e3-d3fb60f7b49e,B0100505,David,Evans,David,devans.505@slu.edu,david.evans505@example.com,12544235589,MS Cybersecurity,School of Science & Engineering,Network Security,Spring-2020,Fall-2021,2021,F1,STEM OPT,Austin,TX,USA,https://www.linkedin.com/in/slu-student-505
506,a2abdeb4-cc8f-4026-8960-a16852bef4b9,B0100506,Rodney,Bates,Rodney,rbates.506@slu.edu,rodney.bates506@example.com,18547945480,MS Information Technology,School of Science & Engineering,Networking,Summer-2022,Fall-2024,2024,Citizen,None,Chicago,IL,USA,https://www.linkedin.com/in/slu-student-506
507,d59dad48-d05c-46d1-b8d3-5ef1eb7a5ae2,B0100507,Kayla,Heath,Kayla,kheath.507@slu.edu,kayla.heath507@example.com,14188935617,MS Software Engineering,School of Science & Engineering,Cloud Computing,Spring-2020,Fall-2022,2022,F1,OPT,Dallas,TX,USA,https://www.linkedin.com/in/slu-student-507
508,b9c4b433-f47a-421d-acc8-41330ddd60c2,B0100508,Jennifer,Neal,Kayla,jneal.508@slu.edu,jennifer.neal508@example.com,12775827324,MBA,Chaifetz School of Business,Business Analytics,Fall-2021,Spring-2022,2022,F1,OPT,Austin,TX,USA,https://www.linkedin.com/in/slu-student-508
509,080a3efc-04a0-4e08-b344-66d015855d4b,B0100509,Jennifer,Bailey,Jennifer,jbailey.509@slu.edu,jennifer.bailey509@example.com,13685815104,MS Business Analytics,Chaifetz School of Business,Predictive Modeling,Summer-2024,Fall-2026,2026,F1,OPT,Austin,TX,USA,https://www.linkedin.com/in/slu-student-509
510,8ca5db7d-340d-42d6-9f18-12a3fe3a0231,B0100510,Brandon,Guzman,Brandon,bguzman.510@slu.edu,brandon.guzman510@example.com,17666341499,MS Cybersecurity,School of Science & Engineering,Network Security,Fall-2020,Spring-2021,2021,Citizen,None,Dallas,TX,USA,https://www.linkedin.com/in/slu-student-510
511,579f1edc-4ad1-431c-a67f-41c3920fc0e9,B0100511,Lee,Castro,Lee,lcastro.511@slu.edu,lee.castro511@example.com,16428239709,MS Data Science,School of Science & Engineering,Big Data,Spring-2024,Fall-2026,2026,H1B,None,Seattle,WA,USA,https://www.linkedin.com/in/slu-student-511
512,53d0a292-9fc4-490f-9d61-9b3ffbc1633b,B0100512,Devon,Coffey,Lee,dcoffey.512@slu.edu,devon.coffey512@example.com,15713322378,MS Software Engineering,School of Science & Engineering,Cloud Computing,Summer-2024,Spring-2025,2025,F1,None,Chicago,IL,USA,https://www.linkedin.com/in/slu-student-512
513,b050c9af-a08a-4d65-997a-ef7d0aa7a675,B0100513,Cristian,Johnson,Cristian,cjohnson.513@slu.edu,cristian.johnson513@example.com,13314694043,MS Data Science,School of Science & Engineering,Big Data,Fall-2023,Fall-2024,2024,F1,None,Boston,MA,USA,https://www.linkedin.com/in/slu-student-513
514,56d63950-aa89-44e4-b55f-9fa4f6b4cbe8,B0100514,Latasha,Martinez,Latasha,lmartinez.514@slu.edu,latasha.martinez514@example.com,17465262747,MS Information Systems,School of Science & Engineering,Data Analytics,Summer-2020,Summer-2021,2021,F1,STEM OPT,Seattle,WA,USA,https://www.linkedin.com/in/slu-student-514
515,e1a769fd-9716-43dc-a6c3-9bd5d862086c,B0100515,Carlos,Brewer,Carlos,cbrewer.515@slu.edu,carlos.brewer515@example.com,13047279331,MS Business Analytics,Chaifetz School of Business,Predictive Modeling,Fall-2022,Fall-2024,2024,F1,None,Bengaluru,WA,India,https://www.linkedin.com/in/slu-student-515
516,8754b955-70d3-410e-9162-6e8ef50f47ec,B0100516,Brandi,Meyer,Carlos,bmeyer.516@slu.edu,brandi.meyer516@example.com,13422219430,MS Information Technology,School of Science & Engineering,Networking,Fall-2023,Fall-2024,2024,F1,OPT,Dallas,TX,USA,https://www.linkedin.com/in/slu-student-516
517,c8949239-9081-453e-b7ce-ee445851aa43,B0100517,Bryan,Mcdaniel,Bryan,bmcdaniel.517@slu.edu,bryan.mcdaniel517@example.com,17676503335,MS Information Technology,School of Science & Engineering,Networking,Spring-2022,Fall-2023,2023,F1,STEM OPT,Dallas,TX,USA,https://www.linkedin.com/in/slu-student-517
518,bf6ba685-e421-4733-a0db-5f552b27f967,B0100518,Kayla,Gonzalez,Kayla,kgonzalez.518@slu.edu,kayla.gonzalez518@example.com,12867231626,MS Business Analytics,Chaifetz School of Business,Predictive Modeling,Summer-2020,Fall-2022,2022,F1,OPT,Bengaluru,TX,India,https://www.linkedin.com/in/slu-student-518
519,55b28606-6922-4707-901f-fbb17c2b361c,B0100519,Carla,Jones,Carla,cjones.519@slu.edu,carla.jones519@example.com,13995902120,MS Computer Science,School of Science & Engineering,AI & ML,Spring-2022,Spring-2023,2023,F1,None,Hyderabad,TX,India,https://www.linkedin.com/in/slu-student-519
520,8b08e6d7-2c6f-4d21-9a2f-dc202d64aafc,B0100520,Stephen,Higgins,Carla,shiggins.520@slu.edu,stephen.higgins520@example.com,18119977966,MS Computer Science,School of Science & Engineering,AI & ML,Summer-2020,Summer-2022,2022,F1,OPT,Seattle,WA,USA,https://www.linkedin.com/in/slu-student-520
521,27a094f1-3bf5-49f5-b9f1-eedb3e588fb4,B0100521,Sandra,Woodard,Sandra,swoodard.521@slu.edu,sandra.woodard521@example.com,19636863859,MS Software Engineering,School of Science & Engineering,Cloud Computing,Fall-2024,Fall-2026,2026,F1,STEM OPT,Hyderabad,WA,India,https://www.linkedin.com/in/slu-student-521
522,71d13bda-fecc-4408-84e7-11e1c13415bd,B0100522,Allen,Villa,Allen,avilla.522@slu.edu,allen.villa522@example.com,13947772103,MS Business Analytics,Chaifetz School of Business,Predictive Modeling,Summer-2020,Summer-2021,2021,F1,None,St. Louis,MO,USA,https://www.linkedin.com/in/slu-student-522
523,1009ba4a-7e80-49ac-9f78-1b0027d94cd8,B0100523,Steven,Obrien,Steven,sobrien.523@slu.edu,steven.obrien523@example.com,17088451393,MS Information Technology,School of Science & Engineering,Networking,Spring-2023,Fall-2025,2025,F1,None,Dallas,TX,USA,https://www.linkedin.com/in/slu-student-523
524,82c46320-6ab9-41e8-8540-be3dcc43f0da,B0100524,Eric,Patel,Steven,epatel.524@slu.edu,eric.patel524@example.com,13979717502,MS Data Science,School of Science & Engineering,Big Data,Summer-2020,Spring-2021,2021,F1,OPT,St. Louis,MO,USA,https://www.linkedin.com/in/slu-student-524
525,bc327881-21ef-4070-841d-f2f5a149add2,B0100525,Jennifer,Owens,Jennifer,jowens.525@slu.edu,jennifer.owens525@example.com,15949352658,MBA,Chaifetz School of Business,Business Analytics,Fall-2020,Spring-2021,2021,PR,None,Bengaluru,MO,India,https://www.linkedin.com/in/slu-student-525
526,1bb34aa0-779c-4055-a9f3-84c97af729fd,B0100526,Billy,Myers,Billy,bmyers.526@slu.edu,billy.myers526@example.com,13885785752,MS Computer Science,School of Science & Engineering,AI & ML,Fall-2024,Spring-2026,2026,F1,None,Bengaluru,MO,India,https://www.linkedin.com/in/slu-student-526
527,71228aeb-99e1-49dd-b7a1-a47ae226dc8c,B0100527,Justin,Cordova,Justin,jcordova.527@slu.edu,justin.cordova527@example.com,14488908988,MBA,Chaifetz School of Business,Business Analytics,Fall-2022,Fall-2024,2024,F1,STEM OPT,Hyderabad,MO,India,https://www.linkedin.com/in/slu-student-527
528,e043c748-714a-4e6c-9762-816afecb26d0,B0100528,Edwin,Russell,Justin,erussell.528@slu.edu,edwin.russell528@example.com,18162161702,MS Cybersecurity,School of Science & Engineering,Network Security,Spring-2020,Summer-2021,2021,F1,OPT,Austin,TX,USA,https://www.linkedin.com/in/slu-student-528
529,eed03745-f35e-4ce4-84a4-c2b04672b9e2,B0100529,Todd,Woods,Todd,twoods.529@slu.edu,todd.woods529@example.com,19219381004,MS Cybersecurity,School of Science & Engineering,Network Security,Spring-2020,Spring-2021,2021,F1,OPT,Seattle,WA,USA,https://www.linkedin.com/in/slu-student-529
530,eadbfae1-0b01-42a6-b220-22d58d74147e,B0100530,Alexander,Rodriguez,Alexander,arodriguez.530@slu.edu,alexander.rodriguez530@example.com,18514663902,MS Information Technology,School of Science & Engineering,Networking,Spring-2024,Fall-2025,2025,F1,OPT,Dallas,TX,USA,https://www.linkedin.com/in/slu-student-530
531,ff947eb7-289e-469c-9fbf-dd14e1a2471c,B0100531,Sharon,Hubbard,Sharon,shubbard.531@slu.edu,sharon.hubbard531@example.com,19519297302,MS Information Systems,School of Science & Engineering,Data Analytics,Summer-2024,Spring-2026,2026,F1,None,Austin,TX,USA,https://www.linkedin.com/in/slu-student-531
532,661b85f0-e94e-4bc9-b060-60e4e5ea5dda,B0100532,Katherine,Ortiz,Sharon,kortiz.532@slu.edu,katherine.ortiz532@example.com,12502471760,MS Software Engineering,School of Science & Engineering,Cloud Computing,Summer-2023,Summer-2024,2024,F1,OPT,Chicago,IL,USA,https://www.linkedin.com/in/slu-student-532
533,1a0ffe60-89d1-473e-a787-4624d949d789,B0100533,Robert,Middleton,Robert,rmiddleton.533@slu.edu,robert.middleton533@example.com,14603028553,MS Cybersecurity,School of Science & Engineering,Network Security,Fall-2023,Fall-2024,2024,F1,OPT,Chicago,IL,USA,https://www.linkedin.com/in/slu-student-533
534,4fd9d89e-dfba-4bf0-8c80-76e57766ea5b,B0100534,Thomas,Alvarez,Thomas,talvarez.534@slu.edu,thomas.alvarez534@example.com,18292062301,MS Information Technology,School of Science & Engineering,Networking,Fall-2024,Spring-2026,2026,F1,OPT,Boston,MA,USA,https://www.linkedin.com/in/slu-student-534
535,43f9a575-2d61-4375-b6c8-e4fe497ffc57,B0100535,Dylan,Howard,Dylan,dhoward.535@slu.edu,dylan.howard535@example.com,16659903988,MS Data Science,School of Science & Engineering,Big Data,Spring-2024,Fall-2026,2026,F1,OPT,St. Louis,MO,USA,https://www.linkedin.com/in/slu-student-535
536,961ff9d6-48a0-4e72-be21-d5b7535badf1,B0100536,Kimberly,Green,Dylan,kgreen.536@slu.edu,kimberly.green536@example.com,18006952398,MS Information Systems,School of Science & Engineering,Data Analytics,Spring-2021,Spring-2022,2022,PR,None,Bengaluru,MO,India,https://www.linkedin.com/in/slu-student-536
537,4bec8195-ddd1-428b-9165-0719879bcaf0,B0100537,John,Lynn,John,jlynn.537@slu.edu,john.lynn537@example.com,12267734726,MS Computer Science,School of Science & Engineering,AI & ML,Summer-2024,Spring-2026,2026,Other,None,New York,NY,USA,https://www.linkedin.com/in/slu-student-537
538,6b33af5a-34ee-4ba0-b54e-a654eb891ed8,B0100538,Daniel,Daniels,Daniel,ddaniels.538@slu.edu,daniel.daniels538@example.com,17352411509,MS Information Technology,School of Science & Engineering,Networking,Summer-2021,Spring-2023,2023,F1,OPT,St. Louis,MO,USA,https://www.linkedin.com/in/slu-student-538
539,d11f5d37-fd59-47a3-a54a-8b355bb5b9a1,B0100539,Jonathan,Foster,Jonathan,jfoster.539@slu.edu,jonathan.foster539@example.com,13288449064,MS Information Technology,School of Science & Engineering,Networking,Spring-2022,Spring-2024,2024,F1,STEM OPT,Chicago,IL,USA,https://www.linkedin.com/in/slu-student-539
540,1662d24e-02a1-4cb3-a75b-44c7c4526643,B0100540,Joseph,Henry,Jonathan,jhenry.540@slu.edu,joseph.henry540@example.com,14019004676,MS Computer Science,School of Science & Engineering,AI & ML,Summer-2022,Fall-2023,2023,PR,None,Seattle,WA,USA,https://www.linkedin.com/in/slu-student-540
541,24189a80-1335-447a-8470-728546913daa,B0100541,Donna,Erickson,Donna,derickson.541@slu.edu,donna.erickson541@example.com,12327627915,MS Information Systems,School of Science & Engineering,Data Analytics,Spring-2021,Fall-2023,2023,Other,None,Chicago,IL,USA,https://www.linkedin.com/in/slu-student-541
542,89637102-8437-4fed-8ebe-7bb550a41227,B0100542,Elizabeth,Cabrera,Elizabeth,ecabrera.542@slu.edu,elizabeth.cabrera542@example.com,17942942835,MBA,Chaifetz School of Business,Business Analytics,Spring-2021,Spring-2023,2023,Citizen,None,Chicago,IL,USA,https://www.linkedin.com/in/slu-student-542
543,c636fc83-e334-4954-932f-95a8cd0c42c9,B0100543,Martha,Hanna,Martha,mhanna.543@slu.edu,martha.hanna543@example.com,16508785269,MS Computer Science,School of Science & Engineering,AI & ML,Fall-2020,Summer-2022,2022,Other,None,Bengaluru,IL,India,https://www.linkedin.com/in/slu-student-543
544,ec8e15d2-9dc3-4317-b921-3e551abd054b,B0100544,Michelle,Mitchell,Martha,mmitchell.544@slu.edu,michelle.mitchell544@example.com,14638897627,MS Information Systems,School of Science & Engineering,Data Analytics,Summer-2022,Fall-2024,2024,Other,None,Boston,MA,USA,https://www.linkedin.com/in/slu-student-544
545,48c38d22-e13e-473b-bc25-d9885951eff9,B0100545,Brandon,Peterson,Brandon,bpeterson.545@slu.edu,brandon.peterson545@example.com,17933568689,MS Business Analytics,Chaifetz School of Business,Predictive Modeling,Spring-2024,Summer-2025,2025,PR,None,Bengaluru,MA,India,https://www.linkedin.com/in/slu-student-545
546,845bcc76-d7ff-4d79-bc48-9110bcb95b16,B0100546,Crystal,Gonzalez,Crystal,cgonzalez.546@slu.edu,crystal.gonzalez546@example.com,16177793840,MS Computer Science,School of Science & Engineering,AI & ML,Fall-2023,Summer-2025,2025,F1,OPT,Chicago,IL,USA,https://www.linkedin.com/in/slu-student-546
547,59db4102-0556-4357-aae3-7b08de0e89a2,B0100547,Stephen,Garner,Stephen,sgarner.547@slu.edu,stephen.garner547@example.com,15246388360,MS Information Technology,School of Science & Engineering,Networking,Spring-2022,Fall-2023,2023,Other,None,New York,NY,USA,https://www.linkedin.com/in/slu-student-547
